student_id,age,gender,class_completed,state,city,school_type,socio_economic_status,internet_access,device_access,parental_education,extracurricular,quantitative_score,logical_score,verbal_score,creative_score,technical_score,suggested_stream,aggregate_percentage,top_recommended_course_1,top_recommended_course_2,recommended_career_1,recommended_career_2,prefers_government_college,simulated_govt_college_cutoff,scholarship_eligibility,dropout_risk_score,latitude,longitude,admission_year_predicted,admission_status_current,notifications_sent,seed_generated_on,assigned_college_id
STU202523101,16,Male,10,Madhya Pradesh,CityB,Private,Lower-Middle,Intermittent,Shared Phone/Tablet,No formal education,Volunteering,57.3,67.6,56.5,43.0,99.7,Commerce,62.9,BMS,B.Com (Hons),Accountant,Business Analyst,No,67.2,Need-based,63,20.861573,75.324568,,Applied,4,2025-10-07 20:53:56,COLL0945
STU202523102,16,Male,12,Andhra Pradesh,CityE,Private,High,Yes,None,Primary,Volunteering,82.6,83.9,49.3,50.4,86.7,Science (PCM),48.2,B.Sc (Physics),B.Arch,Data Scientist,Architect,Yes,54.7,No,85,21.545926,76.849404,2025.0,Accepted,7,2025-10-07 20:53:56,COLL0372
STU202523103,16,Male,12,Uttar Pradesh,CityA,Private,Middle,No,Shared Phone/Tablet,Primary,Arts,46.1,35.6,51.6,57.1,54.2,Humanities,28.6,BJMC - Journalism,BA (Sociology),Civil Services,Journalist,Yes,56.2,No,80,19.736878,74.985499,,Not Applied,3,2025-10-07 20:53:56,COLL0139
STU202523104,17,Male,10,West Bengal,CityI,Private,Middle,No,Smartphone,Graduate,Internship,85.1,100.0,68.0,75.9,63.4,Science (PCM),48.6,B.Sc (Physics),B.Arch,Engineer,Data Scientist,No,58.1,No,90,20.981252,75.197081,,Applied,8,2025-10-07 20:53:56,COLL0747
STU202523105,18,Male,12,Madhya Pradesh,CityE,Government,Low,Intermittent,Smartphone,Secondary,None,100.0,100.0,65.7,74.8,33.9,Science (PCM),60.4,B.Arch,B.Sc (Mathematics),Data Scientist,Engineer,No,63.3,Need-based,56,20.462238,76.037949,2025.0,Not Applied,8,2025-10-07 20:53:56,COLL0018
STU202523106,17,Male,12,Haryana,CityD,Private,Lower-Middle,Yes,Computer,Secondary,Coding Club,60.3,52.1,60.1,41.9,24.5,Commerce,57.5,B.Com (Hons),B.Com,Accountant,Business Analyst,Yes,67.0,No,48,22.7011,78.476882,2025.0,Not Applied,4,2025-10-07 20:53:56,COLL0390
STU202523107,19,Male,12,Gujarat,CityH,Private,Lower-Middle,Yes,None,Graduate,Internship,36.3,48.8,39.7,40.6,100.0,Vocational,55.8,Diploma (Hospitality),ITI - Electrician,Technician,Skilled Tradesperson,Yes,36.5,No,62,21.884827,77.024698,2025.0,Not Applied,0,2025-10-07 20:53:56,COLL0092
STU202523108,16,Male,12,Gujarat,CityG,Government,Upper-Middle,No,Computer,Graduate,Debate,28.9,23.6,17.6,29.2,42.3,Science (PCB),41.1,MBBS/MBBS (NEET track),B.Sc (Microbiology),Biotechnologist,Clinical Researcher,No,39.9,No,84,21.596149,77.234314,2025.0,Applied,12,2025-10-07 20:53:56,COLL0119
STU202523109,15,Female,12,Haryana,CityE,Government,Low,No,Computer,Secondary,Coding Club,64.4,84.3,57.1,64.5,39.1,Commerce,65.9,B.Com (Hons),CA Foundation,Entrepreneur,Business Analyst,No,62.0,Need-based,62,23.526057,79.79805,2025.0,Not Applied,4,2025-10-07 20:53:56,COLL0903
STU202523110,15,Male,10,Karnataka,CityA,Government,Lower-Middle,Yes,Smartphone,Primary,Volunteering,40.5,34.1,83.1,96.5,57.9,Humanities,66.6,BA (Political Science),B.A. (Psychology),Journalist,Social Worker,Yes,61.3,Need-based,56,21.54522,76.851514,,Not Applied,12,2025-10-07 20:53:56,COLL0330
STU202523111,16,Other,12,Jammu & Kashmir,CityD,Private,Middle,Yes,Smartphone,Primary,Volunteering,51.4,58.2,52.1,41.5,67.8,Science (PCB),49.2,B.Sc (Microbiology),MBBS/MBBS (NEET track),Pharmacist,Clinical Researcher,Yes,53.6,No,72,23.195055,80.410599,2025.0,Not Applied,5,2025-10-07 20:53:56,COLL0914
STU202523112,20,Male,12,Rajasthan,CityJ,Private,Low,Yes,Smartphone,No formal education,None,64.6,65.1,52.1,27.5,64.8,Science (PCB),51.0,B.Sc (Biology),MBBS/MBBS (NEET track),Biotechnologist,Doctor,No,58.1,No,35,21.145888,76.329269,2025.0,Not Applied,7,2025-10-07 20:53:56,COLL0346
STU202523113,15,Female,10,Karnataka,CityJ,Private,Low,Yes,None,Secondary,Coding Club,48.5,35.7,69.8,100.0,94.6,Humanities,67.0,BJMC - Journalism,BA (Political Science),Teacher,Civil Services,Yes,47.6,Need-based,62,21.559346,76.907144,,Not Applied,2,2025-10-07 20:53:56,COLL0330
STU202523114,15,Male,10,Jharkhand,CityE,Private (Aided),Low,No,Smartphone,Primary,Arts,67.2,43.9,71.5,69.5,58.7,Science (PCM),50.7,Integrated M.Sc,B.Tech/BE - Engineering,Engineer,Researcher,No,60.3,No,72,22.792351,78.055907,,Accepted,12,2025-10-07 20:53:56,COLL0532
STU202523115,20,Female,10,Uttar Pradesh,CityG,Government,High,No,Computer,Primary,Internship,77.9,76.7,68.8,65.7,17.1,Science (PCM),57.2,B.Sc (Physics),B.Sc (Mathematics),Engineer,Researcher,Yes,62.2,No,67,19.597005,75.34987,,Not Applied,0,2025-10-07 20:53:56,COLL0640
STU202523116,20,Female,10,Madhya Pradesh,CityJ,Government,Low,Yes,Computer,Graduate,Internship,52.9,65.7,85.2,94.1,0.0,Commerce,100.0,CA Foundation,B.Com,Banker,Business Analyst,Yes,73.6,Merit-based,48,20.851132,75.855132,,Not Applied,11,2025-10-07 20:53:56,COLL0739
STU202523117,15,Male,12,Madhya Pradesh,CityE,Private,Middle,Yes,Shared Phone/Tablet,Secondary,Coding Club,46.9,54.1,100.0,100.0,0.0,Humanities,78.5,BJMC - Journalism,BA (Sociology),Journalist,Civil Services,Yes,74.3,No,49,20.991077,75.688877,2025.0,Not Applied,5,2025-10-07 20:53:56,COLL0137
STU202523118,19,Male,10,Haryana,CityG,Government,Low,Yes,Smartphone,No formal education,None,61.7,44.4,72.4,78.1,50.9,Commerce,66.4,BBA,B.Com (Hons),Business Analyst,Accountant,Yes,67.4,Need-based,52,23.464173,78.542069,,Accepted,9,2025-10-07 20:53:56,COLL0317
STU202523119,20,Female,10,Uttar Pradesh,CityF,Government,Middle,Yes,Smartphone,Graduate,Arts,76.6,75.2,48.7,58.5,72.7,Science (PCM),61.6,B.Sc (Physics),Integrated M.Sc,Architect,Researcher,Yes,67.4,No,54,20.402316,75.250022,,Not Applied,10,2025-10-07 20:53:56,COLL0523
STU202523120,15,Male,10,Gujarat,CityA,Government,Middle,No,None,Postgraduate,None,74.8,66.3,60.0,67.2,31.6,Science (PCM),70.4,B.Arch,B.Sc (Mathematics),Architect,Data Scientist,No,68.9,No,81,21.455904,76.661053,,Accepted,1,2025-10-07 20:53:56,COLL0597
STU202523121,15,Female,10,Madhya Pradesh,CityI,Government,Lower-Middle,No,Smartphone,Graduate,Arts,50.6,43.9,54.5,49.7,48.4,Commerce,47.3,B.Com,BBA,Accountant,Entrepreneur,Yes,55.6,No,90,21.120921,76.136207,,Applied,8,2025-10-07 20:53:56,COLL0945
STU202523122,16,Male,10,Chhattisgarh,CityA,Central (KVS/JNV),Middle,No,Smartphone,No formal education,Debate,48.4,60.1,57.7,38.4,100.0,Commerce,69.9,B.Com,BMS,Entrepreneur,Business Analyst,Yes,57.2,Need-based,55,23.877019,79.24097,,Not Applied,12,2025-10-07 20:53:56,COLL0635
STU202523123,18,Male,12,Karnataka,CityJ,Private,Middle,Intermittent,Smartphone,Graduate,Volunteering,66.6,59.5,64.1,54.5,100.0,Science (PCM),69.4,B.Arch,B.Tech/BE - Engineering,Architect,Engineer,No,60.2,No,57,21.532255,76.308535,2025.0,Not Applied,7,2025-10-07 20:53:56,COLL0526
STU202523124,19,Male,10,Bihar,CityA,Private,High,No,None,Secondary,Debate,67.5,66.8,54.0,44.4,84.9,Science (PCM),60.3,B.Sc (Mathematics),B.Sc (Physics),Data Scientist,Engineer,Yes,57.5,No,64,20.504249,75.742692,,Accepted,7,2025-10-07 20:53:56,COLL0729
STU202523125,19,Female,10,Odisha,CityC,Private,Lower-Middle,Yes,Smartphone,Primary,None,48.1,31.4,46.2,51.3,34.8,Science (PCM),39.0,B.Arch,B.Sc (Physics),Architect,Data Scientist,No,42.8,No,80,22.53942,77.387759,,Accepted,9,2025-10-07 20:53:56,COLL0966
STU202523126,20,Male,10,Madhya Pradesh,CityE,Private,Middle,Intermittent,Smartphone,Graduate,Sports,76.6,62.8,47.4,38.2,18.6,Commerce,77.8,CA Foundation,B.Com,Banker,Business Analyst,No,69.5,No,46,20.510928,75.542713,,Not Applied,4,2025-10-07 20:53:56,COLL0371
STU202523127,17,Male,10,Jammu & Kashmir,CityC,Government,Middle,Yes,Smartphone,Primary,Coding Club,55.8,50.9,46.7,39.7,61.5,Science (PCM),65.7,B.Sc (Physics),B.Arch,Architect,Data Scientist,No,64.3,Need-based,54,23.928771,80.106812,,Not Applied,8,2025-10-07 20:53:56,COLL0432
STU202523128,18,Male,12,Assam,CityI,Private (Aided),High,Yes,Smartphone,Secondary,None,10.0,20.3,36.5,42.9,10.7,Mixed,42.1,Diploma,Polytechnic,Junior Technician,Administrative Staff,Yes,43.4,No,79,22.69057,78.533526,2025.0,Applied,7,2025-10-07 20:53:56,COLL0390
STU202523129,15,Male,12,Chhattisgarh,CityD,Private,Lower-Middle,No,Computer,Primary,None,35.7,51.7,48.1,48.3,65.5,Vocational,28.7,Diploma (Hospitality),ITI - Electrician,Retail Supervisor,Skilled Tradesperson,Yes,51.1,No,92,23.392635,79.508619,,Not Applied,4,2025-10-07 20:53:56,COLL0292
STU202523130,16,Male,10,Delhi,CityI,Private,Lower-Middle,Yes,Smartphone,Secondary,Internship,56.9,76.4,68.0,79.4,63.1,Commerce,82.2,BBA,CA Foundation,Entrepreneur,Banker,No,66.7,Need-based,62,24.018456,79.930442,,Waitlisted,3,2025-10-07 20:53:56,COLL0179
STU202523131,18,Male,12,Uttar Pradesh,CityB,Government,Lower-Middle,Yes,Computer,Secondary,Coding Club,57.2,75.4,38.3,30.4,43.8,Vocational,68.8,Certificate (Retail),Diploma (Hospitality),Hospitality Manager,Retail Supervisor,Yes,55.5,Need-based,58,19.778146,75.193114,2025.0,Applied,7,2025-10-07 20:53:56,COLL0846
STU202523132,17,Female,10,West Bengal,CityG,Private,Lower-Middle,No,Smartphone,No formal education,Volunteering,68.5,64.2,10.1,5.4,71.3,Science (PCM),49.1,B.Sc (Physics),B.Sc (Mathematics),Data Scientist,Researcher,No,46.2,No,87,20.781826,76.021099,,Not Applied,8,2025-10-07 20:53:56,COLL0355
STU202523133,15,Female,10,Maharashtra,CityD,Government,Low,Yes,Smartphone,No formal education,Arts,94.8,93.2,80.7,73.5,62.5,Science (PCM),73.1,B.Sc (Mathematics),Integrated M.Sc,Architect,Researcher,Yes,72.4,Need-based,53,20.361993,74.875977,,Accepted,12,2025-10-07 20:53:56,COLL0421
STU202523134,20,Male,12,West Bengal,CityG,Private (Aided),Lower-Middle,Yes,Shared Phone/Tablet,Primary,Arts,64.8,72.5,40.4,36.1,35.7,Vocational,66.0,Diploma (Hospitality),Certificate (Retail),Retail Supervisor,Technician,Yes,36.9,Need-based,50,20.778752,75.954954,2025.0,Applied,9,2025-10-07 20:53:56,COLL0477
STU202523135,17,Male,12,Rajasthan,CityH,Private,Upper-Middle,Yes,Smartphone,Primary,Sports,63.9,63.9,56.7,40.2,78.4,Commerce,77.9,CA Foundation,BMS,Entrepreneur,Banker,Yes,62.6,Need-based,50,21.132305,76.762054,2025.0,Accepted,12,2025-10-07 20:53:56,COLL0620
STU202523136,18,Female,10,Madhya Pradesh,CityI,Private (Aided),Lower-Middle,Yes,Smartphone,No formal education,Debate,36.6,30.6,56.4,57.4,59.9,Mixed,66.6,Integrated programs,Diploma,Administrative Staff,Junior Technician,Yes,60.7,Need-based,54,20.972215,75.732611,,Not Applied,8,2025-10-07 20:53:56,COLL0310
STU202523137,16,Male,12,Karnataka,CityA,Government,Lower-Middle,Intermittent,Computer,No formal education,Debate,51.2,54.8,81.7,89.9,51.3,Commerce,69.6,BMS,B.Com (Hons),Banker,Business Analyst,Yes,52.5,Need-based,50,21.601013,76.865427,2025.0,Applied,6,2025-10-07 20:53:56,COLL0579
STU202523138,16,Female,12,Jharkhand,CityC,Private,Upper-Middle,Yes,Smartphone,No formal education,None,50.5,65.8,65.8,63.5,100.0,Commerce,69.5,BMS,B.Com (Hons),Entrepreneur,Banker,Yes,76.1,Need-based,47,23.233868,78.39884,2025.0,Applied,9,2025-10-07 20:53:56,COLL0574
STU202523139,18,Female,12,Madhya Pradesh,CityG,Private,Upper-Middle,No,Computer,Graduate,Debate,68.2,69.5,71.9,67.3,54.1,Commerce,68.3,B.Com (Hons),BBA,Accountant,Business Analyst,No,57.4,No,48,20.71379,75.817368,2025.0,Not Applied,7,2025-10-07 20:53:56,COLL0162
STU202523140,19,Male,10,Delhi,CityI,Government,Upper-Middle,No,Smartphone,No formal education,Volunteering,65.1,50.5,42.4,33.9,29.0,Humanities,75.1,BA (Sociology),BA (History),Teacher,Social Worker,Yes,64.9,Need-based,73,23.613557,79.638221,,Applied,10,2025-10-07 20:53:56,COLL0994
STU202523141,18,Male,12,Kerala,CityA,Private,Lower-Middle,No,Shared Phone/Tablet,No formal education,Volunteering,26.6,25.0,61.3,58.4,20.3,Humanities,66.9,BA (Political Science),B.A. (Psychology),Civil Services,Journalist,No,68.2,Need-based,45,22.465892,77.850608,2025.0,Accepted,9,2025-10-07 20:53:56,COLL0773
STU202523142,18,Male,12,Tamil Nadu,CityI,Private,Low,Yes,Smartphone,Graduate,Debate,56.9,59.6,100.0,95.6,75.5,Science (PCB),55.9,B.Sc (Microbiology),B.Sc Nursing,Pharmacist,Doctor,Yes,58.8,No,65,21.59934,76.323898,2025.0,Applied,11,2025-10-07 20:53:56,COLL0760
STU202523143,16,Male,10,Maharashtra,CityH,Private,Lower-Middle,Yes,Smartphone,Graduate,Internship,49.1,41.8,73.8,91.0,51.2,Humanities,75.4,BJMC - Journalism,BA (Sociology),Teacher,Social Worker,No,56.0,Need-based,41,20.370084,74.644761,,Accepted,11,2025-10-07 20:53:56,COLL0304
STU202523144,18,Male,12,Delhi,CityH,Private (Aided),Low,Yes,Smartphone,Primary,Volunteering,100.0,100.0,35.9,47.8,41.4,Science (PCM),46.6,B.Tech/BE - Engineering,B.Arch,Architect,Engineer,Yes,47.7,No,68,23.806108,79.576254,2025.0,Not Applied,1,2025-10-07 20:53:56,COLL0830
STU202523145,18,Other,12,Karnataka,CityA,Private,High,Yes,Smartphone,Secondary,Coding Club,39.8,47.5,53.1,68.8,38.6,Vocational,54.3,Diploma (Automobile),ITI - Electrician,Retail Supervisor,Hospitality Manager,Yes,34.5,No,52,21.682136,76.424997,2025.0,Not Applied,3,2025-10-07 20:53:56,COLL0741
STU202523146,20,Male,10,Telangana,CityC,Private,Middle,Yes,Smartphone,Graduate,Internship,59.9,49.9,55.0,59.5,14.8,Commerce,78.1,BBA,BMS,Accountant,Business Analyst,Yes,70.3,No,47,22.246371,77.282933,,Applied,0,2025-10-07 20:53:56,COLL0090
STU202523147,20,Female,12,West Bengal,CityJ,Private,Middle,Yes,Smartphone,Primary,Coding Club,59.7,63.2,20.0,20.8,69.7,Mixed,81.6,Diploma,Integrated programs,Administrative Staff,Junior Technician,Yes,72.3,Need-based,48,20.307365,75.237023,2025.0,Not Applied,9,2025-10-07 20:53:56,COLL0864
STU202523148,15,Female,12,Tamil Nadu,CityI,Government,Upper-Middle,Yes,Smartphone,Secondary,None,55.9,30.3,70.1,68.3,47.5,Commerce,51.6,BBA,B.Com,Entrepreneur,Banker,Yes,59.4,No,58,21.077989,76.343461,2025.0,Accepted,5,2025-10-07 20:53:56,COLL0735
STU202523149,20,Female,12,Delhi,CityJ,Private,Low,Intermittent,Shared Phone/Tablet,No formal education,Coding Club,68.1,65.2,92.0,100.0,68.1,Science (PCM),77.7,B.Arch,B.Sc (Mathematics),Researcher,Engineer,No,65.2,Need-based,42,23.599978,79.752356,2025.0,Not Applied,3,2025-10-07 20:53:56,COLL0339
STU202523150,17,Male,12,Jharkhand,CityD,Private,Lower-Middle,Yes,Smartphone,Professional,Coding Club,60.8,62.3,32.0,18.3,64.7,Science (PCB),55.1,B.Sc Nursing,B.Sc (Biology),Biotechnologist,Pharmacist,No,63.3,No,34,23.105682,78.644681,2025.0,Accepted,6,2025-10-07 20:53:56,COLL0996
STU202523151,15,Female,10,Karnataka,CityA,Government,Middle,Yes,Smartphone,Graduate,None,65.6,73.8,32.3,27.4,28.5,Commerce,72.5,BMS,BBA,Entrepreneur,Banker,Yes,55.3,No,55,21.027108,76.133436,,Not Applied,9,2025-10-07 20:53:56,COLL0185
STU202523152,17,Male,12,Chhattisgarh,CityD,Government,Lower-Middle,Yes,None,Secondary,Coding Club,58.6,69.1,63.3,64.9,80.4,Science (PCB),72.1,B.Sc (Microbiology),B.Sc Nursing,Pharmacist,Doctor,Yes,64.4,Need-based,65,24.082168,79.529568,2025.0,Not Applied,5,2025-10-07 20:53:56,COLL0737
STU202523153,16,Male,10,Odisha,CityF,Government,Upper-Middle,No,Smartphone,Postgraduate,Debate,23.7,14.8,49.6,65.7,84.4,Vocational,55.3,Diploma (Automobile),ITI - Electrician,Hospitality Manager,Technician,Yes,52.5,No,61,21.604434,78.087009,,Not Applied,11,2025-10-07 20:53:56,COLL0409
STU202523154,18,Male,10,Madhya Pradesh,CityF,Government,Upper-Middle,Yes,Shared Phone/Tablet,Secondary,Internship,59.0,64.8,49.2,42.1,100.0,Mixed,94.1,Integrated programs,Polytechnic,Junior Technician,Counselor,Yes,69.6,Merit-based,48,20.964403,76.161399,,Not Applied,9,2025-10-07 20:53:56,COLL0147
STU202523155,20,Male,12,Maharashtra,CityE,Private,Middle,Intermittent,Smartphone,Primary,Arts,65.8,65.2,63.6,59.1,89.0,Science (PCM),89.2,Integrated M.Sc,B.Tech/BE - Engineering,Researcher,Data Scientist,Yes,87.0,Merit-based,47,20.16926,74.977733,2025.0,Accepted,9,2025-10-07 20:53:56,COLL0433
STU202523156,19,Male,12,Assam,CityD,Private,Lower-Middle,Yes,Smartphone,Graduate,Sports,69.9,58.3,64.1,64.7,46.0,Commerce,53.6,BMS,B.Com (Hons),Accountant,Banker,Yes,60.9,No,63,23.000316,78.21669,2025.0,Not Applied,8,2025-10-07 20:53:56,COLL0775
STU202523157,20,Male,10,Chhattisgarh,CityF,Private,Lower-Middle,Yes,None,Secondary,None,60.0,57.0,66.6,65.6,64.3,Commerce,81.8,B.Com (Hons),BMS,Business Analyst,Accountant,Yes,78.7,Need-based,54,23.449993,78.861427,,Applied,11,2025-10-07 20:53:56,COLL0770
STU202523158,19,Female,12,Odisha,CityE,Private,Low,Intermittent,None,Primary,None,61.5,67.5,56.1,62.2,14.5,Commerce,88.0,BBA,BMS,Banker,Business Analyst,No,72.1,Merit-based,60,21.793641,77.255881,2025.0,Accepted,9,2025-10-07 20:53:56,COLL0890
STU202523159,18,Male,10,Gujarat,CityC,Private,Middle,Intermittent,None,Graduate,Volunteering,41.2,59.4,26.1,44.7,9.4,Commerce,77.9,BMS,B.Com (Hons),Entrepreneur,Banker,No,61.5,No,56,21.133426,76.750191,,Not Applied,11,2025-10-07 20:53:56,COLL0329
STU202523160,17,Male,12,Kerala,CityF,Private,Low,Yes,Smartphone,Secondary,Volunteering,62.9,45.1,62.7,57.0,52.1,Commerce,58.4,BMS,BBA,Banker,Accountant,Yes,51.7,No,54,22.07201,77.791373,2025.0,Accepted,1,2025-10-07 20:53:56,COLL0656
STU202523161,16,Female,12,Madhya Pradesh,CityJ,Private,Lower-Middle,No,Shared Phone/Tablet,Primary,None,51.1,63.7,53.5,41.3,80.6,Science (PCM),51.8,Integrated M.Sc,B.Tech/BE - Engineering,Data Scientist,Architect,Yes,59.6,No,54,20.650172,76.157151,2025.0,Waitlisted,1,2025-10-07 20:53:56,COLL0787
STU202523162,19,Male,12,Gujarat,CityF,Private,Middle,Yes,Computer,Postgraduate,Volunteering,23.5,38.4,57.7,75.9,43.8,Mixed,36.7,Foundation Courses,Integrated programs,Junior Technician,Counselor,No,47.2,No,67,21.822117,77.010611,,Applied,1,2025-10-07 20:53:56,COLL0078
STU202523163,20,Male,12,Uttar Pradesh,CityH,Private,Low,Yes,Smartphone,Secondary,Internship,64.6,75.9,79.4,91.8,36.5,Commerce,50.6,B.Com,BBA,Accountant,Business Analyst,No,55.4,No,39,20.353537,74.955427,2025.0,Accepted,9,2025-10-07 20:53:56,COLL0391
STU202523164,19,Female,12,Kerala,CityH,Private,Upper-Middle,Yes,Shared Phone/Tablet,No formal education,Coding Club,30.6,28.8,86.8,99.0,11.5,Humanities,57.0,BA (Political Science),BA (Sociology),Social Worker,Civil Services,No,63.0,No,57,22.24434,77.59523,2025.0,Not Applied,6,2025-10-07 20:53:56,COLL0062
STU202523165,15,Male,12,Haryana,CityA,Government,Low,Yes,None,Primary,None,70.1,81.4,23.6,19.6,58.2,Science (PCM),67.0,B.Tech/BE - Engineering,B.Sc (Physics),Architect,Researcher,Yes,64.5,Need-based,63,22.918482,79.362214,2025.0,Not Applied,3,2025-10-07 20:53:56,COLL0704
STU202523166,18,Female,12,Karnataka,CityA,Private,Middle,No,Shared Phone/Tablet,Graduate,Internship,74.8,72.3,63.5,63.1,40.9,Science (PCM),55.2,B.Arch,B.Tech/BE - Engineering,Architect,Data Scientist,Yes,63.4,No,48,21.470496,77.248296,2025.0,Accepted,7,2025-10-07 20:53:56,COLL0112
STU202523167,18,Male,10,Gujarat,CityH,Private (Aided),Low,Yes,None,Primary,Internship,48.0,44.1,66.8,100.0,54.3,Humanities,87.3,BA (Sociology),BA (History),Social Worker,Teacher,Yes,68.4,Merit-based,53,21.870319,76.502302,,Applied,5,2025-10-07 20:53:56,COLL0930
STU202523168,19,Male,12,Maharashtra,CityD,Government,Middle,Yes,Smartphone,Graduate,Volunteering,66.4,55.3,47.1,30.1,61.6,Science (PCM),75.6,B.Sc (Physics),B.Tech/BE - Engineering,Data Scientist,Engineer,No,57.3,No,50,19.928502,75.463196,2025.0,Accepted,6,2025-10-07 20:53:56,COLL0302
STU202523169,19,Female,10,Bihar,CityH,Private,Middle,Yes,Smartphone,Primary,Coding Club,31.4,30.2,56.1,62.7,58.0,Science (PCB),80.9,B.Sc Nursing,B.Sc (Biology),Clinical Researcher,Biotechnologist,No,69.4,Need-based,39,20.730926,75.3479,,Not Applied,9,2025-10-07 20:53:56,COLL0988
STU202523170,18,Female,10,Tamil Nadu,CityA,Private,High,Yes,Smartphone,Primary,Sports,56.6,59.3,25.2,26.8,40.1,Science (PCB),87.9,MBBS/MBBS (NEET track),B.Sc (Biology),Clinical Researcher,Pharmacist,Yes,79.0,Merit-based,47,20.841935,75.751579,,Not Applied,0,2025-10-07 20:53:56,COLL0940
STU202523171,15,Male,10,Assam,CityC,Private,Lower-Middle,No,Smartphone,Professional,Internship,84.9,80.6,52.7,34.7,61.6,Science (PCM),79.6,B.Tech/BE - Engineering,B.Sc (Physics),Engineer,Architect,Yes,73.5,Need-based,65,22.994439,78.695447,,Not Applied,7,2025-10-07 20:53:56,COLL0942
STU202523172,16,Male,12,West Bengal,CityF,Government,Lower-Middle,Intermittent,Smartphone,Graduate,Arts,56.1,37.0,46.6,60.2,44.6,Vocational,72.3,Diploma (Hospitality),Diploma (Automobile),Skilled Tradesperson,Retail Supervisor,Yes,53.0,Need-based,51,20.520112,75.896098,2025.0,Not Applied,5,2025-10-07 20:53:56,COLL0874
STU202523173,19,Male,10,Kerala,CityG,Private,Low,No,None,No formal education,Sports,75.3,83.2,53.2,48.5,46.5,Science (PCM),70.2,B.Arch,Integrated M.Sc,Architect,Data Scientist,No,60.3,Need-based,75,22.105548,78.073333,,Not Applied,6,2025-10-07 20:53:56,COLL0571
STU202523174,17,Female,10,Chhattisgarh,CityI,Government,Low,Yes,Computer,Secondary,Internship,51.9,56.6,65.4,74.6,46.6,Commerce,54.3,CA Foundation,BBA,Banker,Accountant,Yes,65.4,No,59,23.616427,79.535597,,Not Applied,9,2025-10-07 20:53:56,COLL0672
STU202523175,15,Male,12,Andhra Pradesh,CityJ,Government,Middle,Yes,Shared Phone/Tablet,Primary,Volunteering,82.2,89.9,75.0,70.8,66.3,Science (PCM),65.8,B.Tech/BE - Engineering,Integrated M.Sc,Data Scientist,Researcher,Yes,68.8,Need-based,46,21.395055,77.589677,2025.0,Not Applied,11,2025-10-07 20:53:56,COLL0976
STU202523176,19,Female,10,Andhra Pradesh,CityH,Government,Lower-Middle,Yes,Computer,Secondary,Volunteering,69.9,62.6,69.1,76.5,76.9,Science (PCM),97.1,B.Sc (Mathematics),Integrated M.Sc,Engineer,Data Scientist,Yes,78.0,Merit-based,49,21.832119,77.511358,,Not Applied,5,2025-10-07 20:53:56,COLL0372
STU202523177,18,Male,12,Gujarat,CityE,Private,Low,Yes,Smartphone,Postgraduate,Debate,52.7,61.2,65.5,67.4,54.8,Commerce,74.9,B.Com,CA Foundation,Entrepreneur,Banker,Yes,64.0,Need-based,51,21.39632,77.417894,2025.0,Applied,1,2025-10-07 20:53:56,COLL0896
STU202523178,16,Male,12,Odisha,CityD,Private,Lower-Middle,Yes,Smartphone,Secondary,Sports,83.8,81.2,50.4,38.2,25.1,Science (PCM),46.5,B.Tech/BE - Engineering,B.Sc (Mathematics),Engineer,Data Scientist,No,53.4,No,73,21.588641,77.645664,2025.0,Not Applied,0,2025-10-07 20:53:56,COLL0197
STU202523179,15,Male,12,Kerala,CityB,Private,Lower-Middle,No,Smartphone,Secondary,None,67.4,67.8,61.1,59.0,6.7,Commerce,77.9,B.Com,CA Foundation,Accountant,Entrepreneur,No,56.4,Need-based,64,22.61743,78.027692,2025.0,Not Applied,3,2025-10-07 20:53:56,COLL0124
STU202523180,18,Female,12,Assam,CityF,Government,Lower-Middle,Yes,Smartphone,Primary,Volunteering,44.5,48.0,47.5,43.6,4.2,Science (PCB),62.8,B.Sc (Microbiology),B.Sc (Biology),Biotechnologist,Clinical Researcher,Yes,67.4,Need-based,56,23.056424,78.779014,2025.0,Accepted,10,2025-10-07 20:53:56,COLL0271
STU202523181,17,Female,10,Rajasthan,CityB,Private,Lower-Middle,No,Smartphone,Primary,Volunteering,70.2,74.1,43.1,36.8,41.7,Science (PCM),53.2,B.Arch,B.Tech/BE - Engineering,Architect,Data Scientist,Yes,54.3,No,50,21.349846,76.623263,,Not Applied,4,2025-10-07 20:53:56,COLL0397
STU202523182,18,Female,12,Uttar Pradesh,CityA,Private,Middle,Yes,Smartphone,Primary,Coding Club,34.7,37.6,82.9,63.1,22.1,Humanities,75.3,B.A. (Psychology),BA (Political Science),Teacher,Social Worker,Yes,63.2,Need-based,63,20.070376,75.057781,2025.0,Accepted,5,2025-10-07 20:53:56,COLL0309
STU202523183,19,Male,10,Andhra Pradesh,CityJ,Private,Lower-Middle,Yes,Computer,Graduate,Coding Club,42.5,52.2,48.7,47.2,51.9,Humanities,65.8,BJMC - Journalism,BA (History),Teacher,Civil Services,Yes,63.4,Need-based,39,22.22077,77.155099,,Not Applied,2,2025-10-07 20:53:56,COLL0439
STU202523184,19,Female,10,Odisha,CityJ,Private (Aided),Middle,No,Shared Phone/Tablet,Secondary,None,69.4,67.5,20.5,20.0,44.0,Commerce,64.2,B.Com (Hons),B.Com,Accountant,Business Analyst,No,57.3,No,55,22.364069,77.779384,,Not Applied,9,2025-10-07 20:53:56,COLL0890
